BR,HR,RRI,MOVING,DETECT,NO_ONE,STABLE
0.001489096,85.71,0.7,Y,Y,Y,Y
0.001519271,80,0.75,Y,Y,Y,Y
0.001525064,85.71,0.7,Y,Y,Y,Y
0.001521676,80,0.75,Y,Y,Y,Y
0.001516183,80,0.75,Y,Y,Y,Y
0.001484163,80,0.75,Y,Y,Y,Y
0.001404561,80,0.75,Y,Y,Y,Y
0.001320536,85.71,0.7,Y,Y,Y,Y
0.001276991,109.09,0.55,Y,Y,Y,Y
0.001244365,66.67,0.9,Y,Y,Y,Y
0.001181632,85.71,0.7,Y,Y,Y,Y
0.001087617,85.71,0.7,Y,Y,Y,Y
0.000966751,60,1,Y,Y,Y,Y
0.000824335,57.14,1.05,Y,Y,Y,Y
0.000677411,85.71,0.7,Y,Y,Y,Y
0.000540615,92.31,0.65,Y,Y,Y,Y
0.000410796,85.71,0.7,Y,Y,Y,Y
0.000270795,63.16,0.95,Y,Y,Y,Y
0.000120308,171.43,0.35,Y,Y,Y,Y
-0.0000277,85.71,0.7,Y,Y,Y,Y
-0.00017675,92.31,0.65,Y,Y,Y,Y
-0.000325161,57.14,1.05,Y,Y,Y,Y
-0.000459579,100,0.6,Y,Y,Y,Y
-0.00059077,200,0.3,Y,Y,Y,Y
-0.000725542,92.31,0.65,Y,Y,Y,Y
-0.00082389,63.16,0.95,Y,Y,Y,Y
-0.000859858,63.16,0.95,Y,Y,Y,Y
-0.000874344,63.16,0.95,Y,Y,Y,Y
-0.000902683,120,0.5,Y,Y,Y,Y
-0.000939761,171.43,0.35,Y,Y,Y,Y
-0.000979979,80,0.75,Y,Y,Y,Y
-0.001017258,85.71,0.7,Y,Y,Y,Y
-0.00103785,80,0.75,Y,Y,Y,Y
-0.001027633,171.43,0.35,Y,Y,Y,Y
-0.000996979,92.31,0.65,Y,Y,Y,Y
-0.000964273,120,0.5,Y,Y,Y,Y
-0.000933049,70.59,0.85,Y,Y,Y,Y
-0.000908684,80,0.75,Y,Y,Y,Y
-0.000892719,80,0.75,Y,Y,Y,Y
-0.000877695,75,0.8,Y,Y,Y,Y
-0.0008514,75,0.8,Y,Y,Y,Y
-0.00082593,75,0.8,Y,Y,Y,Y
-0.00081971,85.71,0.7,Y,Y,Y,Y
-0.000801195,85.71,0.7,Y,Y,Y,Y
-0.000725236,200,0.3,Y,Y,Y,Y
-0.000609611,150,0.4,Y,Y,Y,Y
-0.000505097,80,0.75,Y,Y,Y,Y
-0.000428675,85.71,0.7,Y,Y,Y,Y
-0.000390483,75,0.8,Y,Y,Y,Y
-0.000400718,200,0.3,Y,Y,Y,Y
-0.000434842,52.17,1.15,Y,Y,Y,Y
-0.000460979,70.59,0.85,Y,Y,Y,Y
-0.000496916,70.59,0.85,Y,Y,Y,Y
-0.000581235,70.59,0.85,Y,Y,Y,Y
-0.00070427,75,0.8,Y,Y,Y,Y
-0.00081892,75,0.8,Y,Y,Y,Y
-0.000892874,70.59,0.85,Y,Y,Y,Y
-0.000913839,70.59,0.85,Y,Y,Y,Y
-0.000877029,80,0.75,Y,Y,Y,Y
-0.000815827,80,0.75,Y,Y,Y,Y
-0.000778198,75,0.8,Y,Y,Y,Y
-0.000739439,171.43,0.35,Y,Y,Y,Y
-0.000627433,54.55,1.1,Y,Y,Y,Y
-0.000445412,80,0.75,Y,Y,Y,Y
-0.00026433,75,0.8,Y,Y,Y,Y
-0.000104078,75,0.8,Y,Y,Y,Y
0.0000642,70.59,0.85,Y,Y,Y,Y
0.000249341,80,0.75,Y,Y,Y,Y
0.000456098,80,0.75,Y,Y,Y,Y
0.000689699,80,0.75,Y,Y,Y,Y
0.000928109,70.59,0.85,Y,Y,Y,Y
0.001146086,80,0.75,Y,Y,Y,Y
0.001329152,80,0.75,Y,Y,Y,Y
0.001469335,80,0.75,Y,Y,Y,Y
0.001576008,75,0.8,Y,Y,Y,Y
0.000231638,85.71,0.7,Y,Y,Y,Y
0.000402825,75,0.8,Y,Y,Y,Y
0.000563337,75,0.8,Y,Y,Y,Y
0.000704928,75,0.8,Y,Y,Y,Y
0.000810062,80,0.75,Y,Y,Y,Y
0.000886756,80,0.75,Y,Y,Y,Y
0.000965755,80,0.75,Y,Y,Y,Y
0.001062574,80,0.75,Y,Y,Y,Y
0.001145228,80,0.75,Y,Y,Y,Y
0.00119468,80,0.75,Y,Y,Y,Y
0.001269519,75,0.8,Y,Y,Y,Y
0.001410925,80,0.75,Y,Y,Y,Y
0.001577245,85.71,0.7,Y,Y,Y,Y
0.001723946,75,0.8,Y,Y,Y,Y
0.00184936,80,0.75,Y,Y,Y,Y
0.001956602,80,0.75,Y,Y,Y,Y
0.002048407,85.71,0.7,Y,Y,Y,Y
0.002136917,80,0.75,Y,Y,Y,Y
0.002219093,80,0.75,Y,Y,Y,Y
0.002277878,85.71,0.7,Y,Y,Y,Y
0.002314236,85.71,0.7,Y,Y,Y,Y
0.002349584,85.71,0.7,Y,Y,Y,Y
0.00237467,75,0.8,Y,Y,Y,Y
0.002339575,85.71,0.7,Y,Y,Y,Y
0.002253951,80,0.75,Y,Y,Y,Y
0.002195842,85.71,0.7,Y,Y,Y,Y
0.002176454,80,0.75,Y,Y,Y,Y
0.002153269,80,0.75,Y,Y,Y,Y
0.002130273,85.71,0.7,Y,Y,Y,Y
0.002116968,85.71,0.7,Y,Y,Y,Y
0.002085608,80,0.75,Y,Y,Y,Y
0.002025167,85.71,0.7,Y,Y,Y,Y
0.001943906,85.71,0.7,Y,Y,Y,Y
0.001837613,85.71,0.7,Y,Y,Y,Y
0.001699775,80,0.75,Y,Y,Y,Y
0.001523335,80,0.75,Y,Y,Y,Y
0.001297303,85.71,0.7,Y,Y,Y,Y
0.001016483,85.71,0.7,Y,Y,Y,Y
0.000685221,85.71,0.7,Y,Y,Y,Y
0.000304944,80,0.75,Y,Y,Y,Y
-0.000107985,80,0.75,Y,Y,Y,Y
-0.000518444,85.71,0.7,Y,Y,Y,Y
-0.000920906,85.71,0.7,Y,Y,Y,Y
-0.001325111,85.71,0.7,Y,Y,Y,Y
-0.001696108,80,0.75,Y,Y,Y,Y
-0.00198801,92.31,0.65,Y,Y,Y,Y
-0.002209188,80,0.75,Y,Y,Y,Y
-0.002390958,92.31,0.65,Y,Y,Y,Y
-0.00254833,85.71,0.7,Y,Y,Y,Y
-0.0026825,85.71,0.7,Y,Y,Y,Y
-0.002773892,92.31,0.65,Y,Y,Y,Y
-0.00280283,200,0.3,Y,Y,Y,Y
-0.002775446,54.55,1.1,Y,Y,Y,Y
-0.00270851,80,0.75,Y,Y,Y,Y
-0.002611382,46.15,1.3,Y,Y,Y,Y
-0.002494734,85.71,0.7,Y,Y,Y,Y
-0.002369923,75,0.8,Y,Y,Y,Y
-0.002235929,85.71,0.7,Y,Y,Y,Y
-0.00208574,92.31,0.65,Y,Y,Y,Y
-0.00193471,85.71,0.7,Y,Y,Y,Y
-0.001795842,92.31,0.65,Y,Y,Y,Y
-0.001635406,80,0.75,Y,Y,Y,Y
-0.001430203,92.31,0.65,Y,Y,Y,Y
-0.001212489,92.31,0.65,Y,Y,Y,Y
-0.00101412,85.71,0.7,Y,Y,Y,Y
-0.000833688,80,0.75,Y,Y,Y,Y
-0.000663908,85.71,0.7,Y,Y,Y,Y
-0.000494999,60,1,Y,Y,Y,Y
-0.000319436,52.17,1.15,Y,Y,Y,Y
-0.000150546,85.71,0.7,Y,Y,Y,Y
-0.00000000279,80,0.75,Y,Y,Y,Y
0.00012993,60,1,Y,Y,Y,Y
0.000230788,171.43,0.35,Y,Y,Y,Y
0.000320623,57.14,1.05,Y,Y,Y,Y
0.000435501,60,1,Y,Y,Y,Y
0.000579868,109.09,0.55,Y,Y,Y,Y
0.000736487,66.67,0.9,Y,Y,Y,Y
0.000881612,66.67,0.9,Y,Y,Y,Y
0.001013498,100,0.6,Y,Y,Y,Y
0.001180539,92.31,0.65,Y,Y,Y,Y
0.00139809,85.71,0.7,Y,Y,Y,Y
0.001608992,80,0.75,Y,Y,Y,Y
0.00178434,80,0.75,Y,Y,Y,Y
0.001929478,80,0.75,Y,Y,Y,Y
0.002048172,75,0.8,Y,Y,Y,Y
0.002163984,75,0.8,Y,Y,Y,Y
0.002290141,66.67,0.9,Y,Y,Y,Y
0.002409367,66.67,0.9,Y,Y,Y,Y
0.002492595,75,0.8,Y,Y,Y,Y
0.002525959,70.59,0.85,Y,Y,Y,Y
0.002527813,70.59,0.85,Y,Y,Y,Y
0.002502754,75,0.8,Y,Y,Y,Y
0.002446955,80,0.75,Y,Y,Y,Y
0.002364958,75,0.8,Y,Y,Y,Y
0.002218497,52.17,1.15,Y,Y,Y,Y
0.001996375,75,0.8,Y,Y,Y,Y
0.00177345,200,0.3,Y,Y,Y,Y
0.001586178,85.71,0.7,Y,Y,Y,Y
0.001375637,80,0.75,Y,Y,Y,Y
0.001099587,85.71,0.7,Y,Y,Y,Y
0.000778439,60,1,Y,Y,Y,Y
0.000445282,171.43,0.35,Y,Y,Y,Y
0.000130006,80,0.75,Y,Y,Y,Y
-0.000151513,85.71,0.7,Y,Y,Y,Y
-0.00041337,80,0.75,Y,Y,Y,Y
-0.00068429,85.71,0.7,Y,Y,Y,Y
-0.000982401,80,0.75,Y,Y,Y,Y
-0.001292754,57.14,1.05,Y,Y,Y,Y
-0.001571565,150,0.4,Y,Y,Y,Y
-0.001802038,92.31,0.65,Y,Y,Y,Y
-0.002023736,200,0.3,Y,Y,Y,Y
-0.0022573,54.55,1.1,Y,Y,Y,Y
-0.002456056,80,0.75,Y,Y,Y,Y
-0.002598228,80,0.75,Y,Y,Y,Y
-0.002726195,85.71,0.7,Y,Y,Y,Y
-0.002865325,75,0.8,Y,Y,Y,Y
-0.00300299,200,0.3,Y,Y,Y,Y
-0.003118009,52.17,1.15,Y,Y,Y,Y
-0.003179925,75,0.8,Y,Y,Y,Y
-0.003164226,80,0.75,Y,Y,Y,Y
-0.003069374,80,0.75,Y,Y,Y,Y
-0.002913415,80,0.75,Y,Y,Y,Y
-0.002722646,80,0.75,Y,Y,Y,Y
-0.002506076,80,0.75,Y,Y,Y,Y
-0.002258642,80,0.75,Y,Y,Y,Y
-0.001987252,85.71,0.7,Y,Y,Y,Y
-0.001711452,85.71,0.7,Y,Y,Y,Y
-0.001462054,80,0.75,Y,Y,Y,Y
-0.001249409,80,0.75,Y,Y,Y,Y
-0.001032866,92.31,0.65,Y,Y,Y,Y
-0.000783373,80,0.75,Y,Y,Y,Y
-0.000524459,85.71,0.7,Y,Y,Y,Y
-0.000287305,80,0.75,Y,Y,Y,Y
-0.0000802,85.71,0.7,Y,Y,Y,Y
0.000102357,92.31,0.65,Y,Y,Y,Y
0.000275357,80,0.75,Y,Y,Y,Y
0.000452837,80,0.75,Y,Y,Y,Y
0.00062274,80,0.75,Y,Y,Y,Y
0.00076279,85.71,0.7,Y,Y,Y,Y
0.000870157,80,0.75,Y,Y,Y,Y
0.000947307,75,0.8,Y,Y,Y,Y
0.000996358,80,0.75,Y,Y,Y,Y
0.001032102,80,0.75,Y,Y,Y,Y
0.00107022,75,0.8,Y,Y,Y,Y
0.001100255,75,0.8,Y,Y,Y,Y
0.001092058,75,0.8,Y,Y,Y,Y
0.001034758,92.31,0.65,Y,Y,Y,Y
0.000969458,9.52,6.3,Y,Y,Y,Y
0.000966203,44.44,1.35,Y,Y,Y,Y
0.00104044,32.43,1.85,Y,Y,Y,Y
0.001153259,109.09,0.55,Y,Y,Y,Y
0.001274244,54.55,1.1,Y,Y,Y,Y
0.001398417,100,0.6,Y,Y,Y,Y
0.001550036,109.09,0.55,Y,Y,Y,Y
0.001747247,52.17,1.15,Y,Y,Y,Y
0.00196359,109.09,0.55,Y,Y,Y,Y
0.002167109,50,1.2,Y,Y,Y,Y
0.002352093,109.09,0.55,Y,Y,Y,Y
0.002511621,100,0.6,Y,Y,Y,Y
0.002632101,109.09,0.55,Y,Y,Y,Y
0.002714772,52.17,1.15,Y,Y,Y,Y
0.002759685,100,0.6,Y,Y,Y,Y
0.002754711,100,0.6,Y,Y,Y,Y
0.002712113,109.09,0.55,Y,Y,Y,Y
0.002631363,100,0.6,Y,Y,Y,Y
0.002479258,34.29,1.75,Y,Y,Y,Y
0.002286899,92.31,0.65,Y,Y,Y,Y
0.000199215,109.09,0.55,Y,Y,Y,Y
0.000382176,50,1.2,Y,Y,Y,Y
0.000462928,52.17,1.15,Y,Y,Y,Y
0.000488119,109.09,0.55,Y,Y,Y,Y
0.000548812,100,0.6,Y,Y,Y,Y
0.000652189,100,0.6,Y,Y,Y,Y
0.000731804,52.17,1.15,Y,Y,Y,Y
0.00076614,100,0.6,Y,Y,Y,Y
0.000786976,109.09,0.55,Y,Y,Y,Y
0.000801934,70.59,0.85,Y,Y,Y,Y
0.000786257,200,0.3,Y,Y,Y,Y
0.000758056,50,1.2,Y,Y,Y,Y
0.000749263,100,0.6,Y,Y,Y,Y
0.000730562,100,0.6,Y,Y,Y,Y
0.000678678,92.31,0.65,Y,Y,Y,Y
0.000619989,52.17,1.15,Y,Y,Y,Y
0.000587948,100,0.6,Y,Y,Y,Y
0.000611123,92.31,0.65,Y,Y,Y,Y
0.000692253,109.09,0.55,Y,Y,Y,Y
0.000806998,92.31,0.65,Y,Y,Y,Y
0.000941965,100,0.6,Y,Y,Y,Y
0.001099978,100,0.6,Y,Y,Y,Y
0.001274204,100,0.6,Y,Y,Y,Y
0.001445823,48,1.25,Y,Y,Y,Y
0.00160582,100,0.6,Y,Y,Y,Y
0.00175542,85.71,0.7,Y,Y,Y,Y
0.001897814,109.09,0.55,Y,Y,Y,Y
0.002012661,92.31,0.65,Y,Y,Y,Y
0.002078289,100,0.6,Y,Y,Y,Y
0.002138015,92.31,0.65,Y,Y,Y,Y
0.002228938,48,1.25,Y,Y,Y,Y
0.00231476,100,0.6,Y,Y,Y,Y
0.002354864,100,0.6,Y,Y,Y,Y
0.00234575,100,0.6,Y,Y,Y,Y
0.00230948,50,1.2,Y,Y,Y,Y
0.002270464,109.09,0.55,Y,Y,Y,Y
0.002231872,100,0.6,Y,Y,Y,Y
0.002172656,52.17,1.15,Y,Y,Y,Y
0.002079053,48,1.25,Y,Y,Y,Y
0.001962503,92.31,0.65,Y,Y,Y,Y
0.001824331,100,0.6,Y,Y,Y,Y
0.0016504,100,0.6,Y,Y,Y,Y
0.001446322,52.17,1.15,Y,Y,Y,Y
0.00121817,100,0.6,Y,Y,Y,Y
0.000925569,100,0.6,Y,Y,Y,Y
0.000541998,50,1.2,Y,Y,Y,Y
0.000143539,100,0.6,Y,Y,Y,Y
-0.000188302,100,0.6,Y,Y,Y,Y
-0.000474233,52.17,1.15,Y,Y,Y,Y
-0.00076687,100,0.6,Y,Y,Y,Y
-0.001081601,100,0.6,Y,Y,Y,Y
-0.001393585,100,0.6,Y,Y,Y,Y
-0.001670668,109.09,0.55,Y,Y,Y,Y
-0.001905793,100,0.6,Y,Y,Y,Y
-0.002105368,100,0.6,Y,Y,Y,Y
-0.002282566,100,0.6,Y,Y,Y,Y
-0.002450662,92.31,0.65,Y,Y,Y,Y
-0.002609399,100,0.6,Y,Y,Y,Y
-0.002740985,52.17,1.15,Y,Y,Y,Y
-0.002833957,100,0.6,Y,Y,Y,Y
-0.002914251,48,1.25,Y,Y,Y,Y
-0.003002084,109.09,0.55,Y,Y,Y,Y
-0.003058249,109.09,0.55,Y,Y,Y,Y
-0.003053445,100,0.6,Y,Y,Y,Y
-0.003017138,100,0.6,Y,Y,Y,Y
-0.002969273,100,0.6,Y,Y,Y,Y
-0.002904352,100,0.6,Y,Y,Y,Y
-0.002807852,100,0.6,Y,Y,Y,Y
-0.002667448,100,0.6,Y,Y,Y,Y
-0.00249489,100,0.6,Y,Y,Y,Y
0.000164008,50,1.2,Y,Y,Y,Y
0.000295883,100,0.6,Y,Y,Y,Y
0.000460971,100,0.6,Y,Y,Y,Y
0.000620767,100,0.6,Y,Y,Y,Y
0.000772516,100,0.6,Y,Y,Y,Y
0.000927203,48,1.25,Y,Y,Y,Y
0.001092414,109.09,0.55,Y,Y,Y,Y
0.001268507,100,0.6,Y,Y,Y,Y
0.001450848,48,1.25,Y,Y,Y,Y
0.001619165,92.31,0.65,Y,Y,Y,Y
0.001750805,100,0.6,Y,Y,Y,Y
0.001848548,92.31,0.65,Y,Y,Y,Y
0.001919952,100,0.6,Y,Y,Y,Y
0.00199001,92.31,0.65,Y,Y,Y,Y
0.002071719,48,1.25,Y,Y,Y,Y
0.002099443,100,0.6,Y,Y,Y,Y
0.002048534,92.31,0.65,Y,Y,Y,Y
0.002001046,100,0.6,Y,Y,Y,Y
0.001985712,92.31,0.65,Y,Y,Y,Y
0.001946623,48,1.25,Y,Y,Y,Y
0.0018508,100,0.6,Y,Y,Y,Y
0.001696969,52.17,1.15,Y,Y,Y,Y
0.001497009,50,1.2,Y,Y,Y,Y
0.001278956,100,0.6,Y,Y,Y,Y
0.001065616,100,0.6,Y,Y,Y,Y
0.000851559,48,1.25,Y,Y,Y,Y
0.000614287,171.43,0.35,Y,Y,Y,Y
0.000349623,200,0.3,Y,Y,Y,Y
0.0000744,48,1.25,Y,Y,Y,Y
-0.000186321,100,0.6,Y,Y,Y,Y
-0.000428483,171.43,0.35,Y,Y,Y,Y
-0.000688388,66.67,0.9,Y,Y,Y,Y
-0.000962748,100,0.6,Y,Y,Y,Y
-0.001182639,63.16,0.95,Y,Y,Y,Y
-0.0013209,100,0.6,Y,Y,Y,Y
-0.00141584,63.16,0.95,Y,Y,Y,Y
-0.001494845,50,1.2,Y,Y,Y,Y
-0.001556731,48,1.25,Y,Y,Y,Y
-0.00159844,48,1.25,Y,Y,Y,Y
-0.00161814,80,0.75,Y,Y,Y,Y
-0.001612419,57.14,1.05,Y,Y,Y,Y
-0.001585077,52.17,1.15,Y,Y,Y,Y
-0.001557518,171.43,0.35,Y,Y,Y,Y
-0.001550346,240,0.25,Y,Y,Y,Y
-0.001560123,63.16,0.95,Y,Y,Y,Y
-0.001572023,150,0.4,Y,Y,Y,Y
-0.001570347,52.17,1.15,Y,Y,Y,Y
-0.001563875,42.86,1.4,Y,Y,Y,Y
-0.001577911,100,0.6,Y,Y,Y,Y
-0.00159027,109.09,0.55,Y,Y,Y,Y
-0.001558343,100,0.6,Y,Y,Y,Y
-0.001480376,52.17,1.15,Y,Y,Y,Y
-0.001381715,52.17,1.15,Y,Y,Y,Y
-0.001282716,92.31,0.65,Y,Y,Y,Y
-0.001191654,92.31,0.65,Y,Y,Y,Y
-0.001095213,100,0.6,Y,Y,Y,Y
-0.000971151,92.31,0.65,Y,Y,Y,Y
-0.000824468,48,1.25,Y,Y,Y,Y
-0.000668572,150,0.4,Y,Y,Y,Y
-0.000509255,66.67,0.9,Y,Y,Y,Y
-0.000365277,100,0.6,Y,Y,Y,Y
-0.000247203,60,1,Y,Y,Y,Y
-0.000133784,66.67,0.9,Y,Y,Y,Y
-0.00000683,100,0.6,Y,Y,Y,Y
0.000125879,33.33,1.8,Y,Y,Y,Y
0.000228637,100,0.6,Y,Y,Y,Y
0.000271168,92.31,0.65,Y,Y,Y,Y
0.000298351,85.71,0.7,Y,Y,Y,Y
0.000378751,92.31,0.65,Y,Y,Y,Y
0.000505256,100,0.6,Y,Y,Y,Y
0.000622526,92.31,0.65,Y,Y,Y,Y
0.000693711,92.31,0.65,Y,Y,Y,Y
0.00072749,48,1.25,Y,Y,Y,Y
0.000762552,92.31,0.65,Y,Y,Y,Y
0.000811043,46.15,1.3,Y,Y,Y,Y
0.000854914,92.31,0.65,Y,Y,Y,Y
0.000894878,92.31,0.65,Y,Y,Y,Y
0.000951402,46.15,1.3,Y,Y,Y,Y
0.001015988,92.31,0.65,Y,Y,Y,Y
0.001036545,100,0.6,Y,Y,Y,Y
0.000995476,48,1.25,Y,Y,Y,Y
0.000949115,100,0.6,Y,Y,Y,Y
0.000931056,92.31,0.65,Y,Y,Y,Y
0.000900839,100,0.6,Y,Y,Y,Y
0.000811137,92.31,0.65,Y,Y,Y,Y
0.000679505,92.31,0.65,Y,Y,Y,Y
0.000585032,92.31,0.65,Y,Y,Y,Y
0.000559533,85.71,0.7,Y,Y,Y,Y
0.00055413,92.31,0.65,Y,Y,Y,Y
0.000533637,46.15,1.3,Y,Y,Y,Y
0.000502013,85.71,0.7,Y,Y,Y,Y
0.000479158,100,0.6,Y,Y,Y,Y
0.000488884,46.15,1.3,Y,Y,Y,Y
0.000534064,92.31,0.65,Y,Y,Y,Y
0.000604846,100,0.6,Y,Y,Y,Y
0.000691163,92.31,0.65,Y,Y,Y,Y
0.000783648,92.31,0.65,Y,Y,Y,Y
0.000881487,48,1.25,Y,Y,Y,Y
0.000980938,100,0.6,Y,Y,Y,Y
0.001075448,92.31,0.65,Y,Y,Y,Y
0.001169515,46.15,1.3,Y,Y,Y,Y
0.001264982,100,0.6,Y,Y,Y,Y
0.001336421,92.31,0.65,Y,Y,Y,Y
0.001368576,46.15,1.3,Y,Y,Y,Y
0.00140211,100,0.6,Y,Y,Y,Y
0.001470574,92.31,0.65,Y,Y,Y,Y
0.001548263,92.31,0.65,Y,Y,Y,Y
0.001603027,92.31,0.65,Y,Y,Y,Y
0.001627305,92.31,0.65,Y,Y,Y,Y
0.001632711,92.31,0.65,Y,Y,Y,Y
0.001638423,92.31,0.65,Y,Y,Y,Y
0.001649109,92.31,0.65,Y,Y,Y,Y
0.001647753,44.44,1.35,Y,Y,Y,Y
0.001604323,92.31,0.65,Y,Y,Y,Y
0.001505843,57.14,1.05,Y,Y,Y,Y
0.00135014,63.16,0.95,Y,Y,Y,Y
0.001137309,85.71,0.7,Y,Y,Y,Y
0.000890232,171.43,0.35,Y,Y,Y,Y
0.000629184,63.16,0.95,Y,Y,Y,Y
0.00033105,85.71,0.7,Y,Y,Y,Y
-0.0000244,92.31,0.65,Y,Y,Y,Y
-0.000384806,92.31,0.65,Y,Y,Y,Y
-0.000696302,92.31,0.65,Y,Y,Y,Y
-0.000983775,92.31,0.65,Y,Y,Y,Y
-0.001289675,57.14,1.05,Y,Y,Y,Y
-0.001614049,240,0.25,Y,Y,Y,Y
-0.001930159,92.31,0.65,Y,Y,Y,Y
-0.002203276,92.31,0.65,Y,Y,Y,Y
-0.002412103,92.31,0.65,Y,Y,Y,Y
-0.002563379,100,0.6,Y,Y,Y,Y
-0.002677206,92.31,0.65,Y,Y,Y,Y
-0.002771158,100,0.6,Y,Y,Y,Y
-0.002844871,92.31,0.65,Y,Y,Y,Y
-0.002880332,48,1.25,Y,Y,Y,Y
-0.002866123,100,0.6,Y,Y,Y,Y
-0.002820444,92.31,0.65,Y,Y,Y,Y
-0.002779292,48,1.25,Y,Y,Y,Y
-0.002737826,92.31,0.65,Y,Y,Y,Y
-0.002646222,100,0.6,Y,Y,Y,Y
-0.002486679,48,1.25,Y,Y,Y,Y
-0.002294702,92.31,0.65,Y,Y,Y,Y
-0.002107659,92.31,0.65,Y,Y,Y,Y
-0.001941297,48,1.25,Y,Y,Y,Y
-0.001776507,92.31,0.65,Y,Y,Y,Y
-0.001576779,46.15,1.3,Y,Y,Y,Y
-0.001344347,92.31,0.65,Y,Y,Y,Y
-0.001104495,85.71,0.7,Y,Y,Y,Y
-0.000876746,85.71,0.7,Y,Y,Y,Y
-0.000679262,92.31,0.65,Y,Y,Y,Y
-0.000508789,92.31,0.65,Y,Y,Y,Y
-0.000341665,85.71,0.7,Y,Y,Y,Y
-0.00016411,85.71,0.7,Y,Y,Y,Y
-0.000000349,100,0.6,Y,Y,Y,Y
0.000113977,44.44,1.35,Y,Y,Y,Y
0.000209138,50,1.2,Y,Y,Y,Y
0.000363849,46.15,1.3,Y,Y,Y,Y
0.00059804,100,0.6,Y,Y,Y,Y
0.000868353,50,1.2,Y,Y,Y,Y
0.001139618,92.31,0.65,Y,Y,Y,Y
0.001402836,100,0.6,Y,Y,Y,Y
0.001672408,92.31,0.65,Y,Y,Y,Y
0.001965998,100,0.6,Y,Y,Y,Y
0.002288558,54.55,1.1,Y,Y,Y,Y
0.002632304,240,0.25,Y,Y,Y,Y
0.002969737,150,0.4,Y,Y,Y,Y
0.003259888,63.16,0.95,Y,Y,Y,Y
0.003469255,92.31,0.65,Y,Y,Y,Y
0.003579076,92.31,0.65,Y,Y,Y,Y
0.00359403,92.31,0.65,Y,Y,Y,Y
0.003511582,92.31,0.65,Y,Y,Y,Y
0.003290215,92.31,0.65,Y,Y,Y,Y
0.002934058,92.31,0.65,Y,Y,Y,Y
0.002517127,92.31,0.65,Y,Y,Y,Y
0.00208915,46.15,1.3,Y,Y,Y,Y
0.001646183,92.31,0.65,Y,Y,Y,Y
0.001163001,92.31,0.65,Y,Y,Y,Y
0.000633398,100,0.6,Y,Y,Y,Y
0.0000851,92.31,0.65,Y,Y,Y,Y
-0.000442889,92.31,0.65,Y,Y,Y,Y
-0.000913011,42.86,1.4,Y,Y,Y,Y
-0.001327707,92.31,0.65,Y,Y,Y,Y
-0.00171442,42.86,1.4,Y,Y,Y,Y
-0.002053071,44.44,1.35,Y,Y,Y,Y
-0.002306288,54.55,1.1,Y,Y,Y,Y
-0.002473216,200,0.3,Y,Y,Y,Y
-0.002572397,92.31,0.65,Y,Y,Y,Y
-0.002618358,92.31,0.65,Y,Y,Y,Y
-0.002642025,92.31,0.65,Y,Y,Y,Y
-0.002659759,85.71,0.7,Y,Y,Y,Y
-0.002631057,100,0.6,Y,Y,Y,Y
-0.002534655,92.31,0.65,Y,Y,Y,Y
-0.002405318,92.31,0.65,Y,Y,Y,Y
-0.002291273,100,0.6,Y,Y,Y,Y
-0.002212645,92.31,0.65,Y,Y,Y,Y
-0.002152687,48,1.25,Y,Y,Y,Y
-0.002102672,92.31,0.65,Y,Y,Y,Y
-0.002054378,92.31,0.65,Y,Y,Y,Y
-0.001981856,46.15,1.3,Y,Y,Y,Y
-0.00187993,92.31,0.65,Y,Y,Y,Y
-0.001766389,100,0.6,Y,Y,Y,Y
-0.001641093,92.31,0.65,Y,Y,Y,Y
-0.001490538,92.31,0.65,Y,Y,Y,Y
-0.001303047,100,0.6,Y,Y,Y,Y
-0.001078206,48,1.25,Y,Y,Y,Y
-0.000839766,92.31,0.65,Y,Y,Y,Y
-0.000609739,92.31,0.65,Y,Y,Y,Y
-0.000391235,92.31,0.65,Y,Y,Y,Y
-0.000157041,57.14,1.05,Y,Y,Y,Y
0.000117292,200,0.3,Y,Y,Y,Y
0.00039549,46.15,1.3,Y,Y,Y,Y
0.000624963,92.31,0.65,Y,Y,Y,Y
0.00079659,46.15,1.3,Y,Y,Y,Y
0.000930808,92.31,0.65,Y,Y,Y,Y
0.001050087,92.31,0.65,Y,Y,Y,Y
0.001159072,48,1.25,Y,Y,Y,Y
0.001242474,171.43,0.35,Y,Y,Y,Y
0.001285345,66.67,0.9,Y,Y,Y,Y
0.001284698,48,1.25,Y,Y,Y,Y
0.001256216,150,0.4,Y,Y,Y,Y
0.001217975,240,0.25,Y,Y,Y,Y
0.001174629,46.15,1.3,Y,Y,Y,Y
0.001135033,92.31,0.65,Y,Y,Y,Y
0.001101409,50,1.2,Y,Y,Y,Y
0.001048945,46.15,1.3,Y,Y,Y,Y
0.000947502,92.31,0.65,Y,Y,Y,Y
0.000823014,48,1.25,Y,Y,Y,Y
0.000759171,92.31,0.65,Y,Y,Y,Y
0.000778812,48,1.25,Y,Y,Y,Y
0.00082913,92.31,0.65,Y,Y,Y,Y
0.000881091,92.31,0.65,Y,Y,Y,Y
0.000941915,46.15,1.3,Y,Y,Y,Y
0.00102903,92.31,0.65,Y,Y,Y,Y
0.001145351,92.31,0.65,Y,Y,Y,Y
0.00127377,48,1.25,Y,Y,Y,Y
0.001406501,92.31,0.65,Y,Y,Y,Y
0.001538403,92.31,0.65,Y,Y,Y,Y
